value_en	description_en	codesystem	code	description_code
SSEL XT2 Focused Exome, 96 rxn by Agilent Technologies	SSEL XT2 Focused Exome, 96 rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT498	SSEL XT2 Focused Exome, 96 rxn by Agilent Technologies
OneSeq Hi Res Backbone, 3-5.9Mb, 96 by Agilent Technologies	OneSeq Hi Res Backbone, 3-5.9Mb, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT562	OneSeq Hi Res Backbone, 3-5.9Mb, 96 by Agilent Technologies
SSel XT Low Input 1-96+12-24 Mb,96rxn by Agilent Technologies	SSel XT Low Input 1-96+12-24 Mb,96rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT345	SSel XT Low Input 1-96+12-24 Mb,96rxn by Agilent Technologies
SSel XT Low Input 1-96+CREv2+,96rxn by Agilent Technologies	SSel XT Low Input 1-96+CREv2+,96rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT349	SSel XT Low Input 1-96+CREv2+,96rxn by Agilent Technologies
SSELXT Clinical Research Exome, 16 by Agilent Technologies	SSELXT Clinical Research Exome, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT502	SSELXT Clinical Research Exome, 16 by Agilent Technologies
SeqCap Adapter Kit B by Roche	SeqCap Adapter Kit B by Roche sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT58	SeqCap Adapter Kit B by Roche
SureSelect RNA 3-5.9Mb, 96 by Agilent Technologies	SureSelect RNA 3-5.9Mb, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT316	SureSelect RNA 3-5.9Mb, 96 by Agilent Technologies
SureSelectXT Custom 6-11.9Mb, 480, Auto by Agilent Technologies	SureSelectXT Custom 6-11.9Mb, 480, Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT205	SureSelectXT Custom 6-11.9Mb, 480, Auto by Agilent Technologies
SSELXT Human All Exon V7 Plus2, 96Rxn by Agilent Technologies	SSELXT Human All Exon V7 Plus2, 96Rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT472	SSELXT Human All Exon V7 Plus2, 96Rxn by Agilent Technologies
SSELXT2 Human All Exon V6+UTR, 16 by Agilent Technologies	SSELXT2 Human All Exon V6+UTR, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT442	SSELXT2 Human All Exon V6+UTR, 16 by Agilent Technologies
SureSelectXT DNA Kinome, 480 samples wit by Agilent Technologies	SureSelectXT DNA Kinome, 480 samples wit by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT213	SureSelectXT DNA Kinome, 480 samples wit by Agilent Technologies
SSXT Human All Exon V5+MHC, 16 by Agilent Technologies	SSXT Human All Exon V5+MHC, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT398	SSXT Human All Exon V5+MHC, 16 by Agilent Technologies
SureSelectXT Custom 3-5.9Mb, 96, Auto by Agilent Technologies	SureSelectXT Custom 3-5.9Mb, 96, Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT258	SureSelectXT Custom 3-5.9Mb, 96, Auto by Agilent Technologies
InviGene Bisulfite Conversion Kit - 50 conversions by AS ONE INTERNATIONAL	InviGene Bisulfite Conversion Kit - 50 conversions by AS ONE INTERNATIONAL sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT17	InviGene Bisulfite Conversion Kit - 50 conversions by AS ONE INTERNATIONAL
SureSelect TE Reagent Kit, PTN, 96 by Agilent Technologies	SureSelect TE Reagent Kit, PTN, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT321	SureSelect TE Reagent Kit, PTN, 96 by Agilent Technologies
SureSelectXT Custom 3-5.9Mb, 480, RO by Agilent Technologies	SureSelectXT Custom 3-5.9Mb, 480, RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT255	SureSelectXT Custom 3-5.9Mb, 480, RO by Agilent Technologies
SSel XT HS 1-16 + 6-11.9 Mb, 16rxn by Agilent Technologies	SSel XT HS 1-16 + 6-11.9 Mb, 16rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT356	SSel XT HS 1-16 + 6-11.9 Mb, 16rxn by Agilent Technologies
SSel XT Low Input 97-192+V6,96rxn by Agilent Technologies	SSel XT Low Input 97-192+V6,96rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT299	SSel XT Low Input 97-192+V6,96rxn by Agilent Technologies
SureSelectXT2 Custom 3-5.9Mb, 96, RO by Agilent Technologies	SureSelectXT2 Custom 3-5.9Mb, 96, RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT118	SureSelectXT2 Custom 3-5.9Mb, 96, RO by Agilent Technologies
OneSeq 1Mb CNV Backbone+12-24Mb, 96 Auto by Agilent Technologies	OneSeq 1Mb CNV Backbone+12-24Mb, 96 Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT543	OneSeq 1Mb CNV Backbone+12-24Mb, 96 Auto by Agilent Technologies
SureSelectXT Custom 3-5.9Mb, 96, RO by Agilent Technologies	SureSelectXT Custom 3-5.9Mb, 96, RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT259	SureSelectXT Custom 3-5.9Mb, 96, RO by Agilent Technologies
OneSeq1Mb CNV Backbone+0.5-2.9Mb, 96 A by Agilent Technologies	OneSeq1Mb CNV Backbone+0.5-2.9Mb, 96 A by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT508	OneSeq1Mb CNV Backbone+0.5-2.9Mb, 96 A by Agilent Technologies
SureSelect TE Reagent Kit, PTN, 16 by Agilent Technologies	SureSelect TE Reagent Kit, PTN, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT320	SureSelect TE Reagent Kit, PTN, 16 by Agilent Technologies
Twist Human Core Exome Kit by Twist Bioscience	Twist Human Core Exome Kit by Twist Bioscience sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT4	Twist Human Core Exome Kit by Twist Bioscience
Universal Plant ChIP-seq kit by Diagenode	Universal Plant ChIP-seq kit by Diagenode sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT33	Universal Plant ChIP-seq kit by Diagenode
SureSelectXT2 Human All Exon V4, 96 samp by Agilent Technologies	SureSelectXT2 Human All Exon V4, 96 samp by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT143	SureSelectXT2 Human All Exon V4, 96 samp by Agilent Technologies
SureSelectXT2 HumanAllExon V5+UTRs, 96 by Agilent Technologies	SureSelectXT2 HumanAllExon V5+UTRs, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT103	SureSelectXT2 HumanAllExon V5+UTRs, 96 by Agilent Technologies
OneSeq Hi Res Backbone, 3-5.9Mb, 16 by Agilent Technologies	OneSeq Hi Res Backbone, 3-5.9Mb, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT561	OneSeq Hi Res Backbone, 3-5.9Mb, 16 by Agilent Technologies
SSel XT Low Input 97-192+1-499 kb,96rxn by Agilent Technologies	SSel XT Low Input 97-192+1-499 kb,96rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT293	SSel XT Low Input 97-192+1-499 kb,96rxn by Agilent Technologies
SSel XT Low Inp 1-96+V6,96rxnAU by Agilent Technologies	SSel XT Low Inp 1-96+V6,96rxnAU by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT331	SSel XT Low Inp 1-96+V6,96rxnAU by Agilent Technologies
SureSelect RNA 3-5.9Mb, 16, RO by Agilent Technologies	SureSelect RNA 3-5.9Mb, 16, RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT313	SureSelect RNA 3-5.9Mb, 16, RO by Agilent Technologies
SSELXT2 Human All ExonV6+UTR,96 rxn,auto by Agilent Technologies	SSELXT2 Human All ExonV6+UTR,96 rxn,auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT395	SSELXT2 Human All ExonV6+UTR,96 rxn,auto by Agilent Technologies
Wizard MagneSil Sequencing Reaction Clean-Up System by Promega	Wizard MagneSil Sequencing Reaction Clean-Up System by Promega sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT82	Wizard MagneSil Sequencing Reaction Clean-Up System by Promega
RiboMinus Plant Kit for RNA-Seq by Thermo Fisher Scientific	RiboMinus Plant Kit for RNA-Seq by Thermo Fisher Scientific sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT100	RiboMinus Plant Kit for RNA-Seq by Thermo Fisher Scientific
SureSelectXT2 Reagent kit, MSQ, 16 by Agilent Technologies	SureSelectXT2 Reagent kit, MSQ, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT115	SureSelectXT2 Reagent kit, MSQ, 16 by Agilent Technologies
SureSelectXT Custom 12-24Mb, 480 by Agilent Technologies	SureSelectXT Custom 12-24Mb, 480 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT233	SureSelectXT Custom 12-24Mb, 480 by Agilent Technologies
OneSeq Hi Res Backbone, 6-11.9Mb, 96 by Agilent Technologies	OneSeq Hi Res Backbone, 6-11.9Mb, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT505	OneSeq Hi Res Backbone, 6-11.9Mb, 96 by Agilent Technologies
SeqCap Epi System by Roche	SeqCap Epi System by Roche sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT59	SeqCap Epi System by Roche
SSELXT2 Clinical Research Exome, 96rxn by Agilent Technologies	SSELXT2 Clinical Research Exome, 96rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT431	SSELXT2 Clinical Research Exome, 96rxn by Agilent Technologies
KAPA Library Quantification Kit (Universal) by Roche	KAPA Library Quantification Kit (Universal) by Roche sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT42	KAPA Library Quantification Kit (Universal) by Roche
OneSeq 1Mb CNV Backbone+3-5.9Mb, 96 Auto by Agilent Technologies	OneSeq 1Mb CNV Backbone+3-5.9Mb, 96 Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT546	OneSeq 1Mb CNV Backbone+3-5.9Mb, 96 Auto by Agilent Technologies
SSELXT Human All Exon V6 Plus 1, 16rxn by Agilent Technologies	SSELXT Human All Exon V6 Plus 1, 16rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT453	SSELXT Human All Exon V6 Plus 1, 16rxn by Agilent Technologies
SSEL Clinical Research Exome, 96 auto by Agilent Technologies	SSEL Clinical Research Exome, 96 auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT513	SSEL Clinical Research Exome, 96 auto by Agilent Technologies
iDeal ChIP-seq kit for Histones x10 by Diagenode	iDeal ChIP-seq kit for Histones x10 by Diagenode sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT35	iDeal ChIP-seq kit for Histones x10 by Diagenode
SureSelectXT Custom 1Kb-499kb,96,Auto,RO by Agilent Technologies	SureSelectXT Custom 1Kb-499kb,96,Auto,RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT250	SureSelectXT Custom 1Kb-499kb,96,Auto,RO by Agilent Technologies
SSEL XT2 CRE V2 Plus 1, 16 rxn by Agilent Technologies	SSEL XT2 CRE V2 Plus 1, 16 rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT482	SSEL XT2 CRE V2 Plus 1, 16 rxn by Agilent Technologies
SureSelectXT Reagent kit, HSQ, 16 by Agilent Technologies	SureSelectXT Reagent kit, HSQ, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT190	SureSelectXT Reagent kit, HSQ, 16 by Agilent Technologies
SureSelectXT2 Custom 0.5-2.9Mb, 480,Auto by Agilent Technologies	SureSelectXT2 Custom 0.5-2.9Mb, 480,Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT202	SureSelectXT2 Custom 0.5-2.9Mb, 480,Auto by Agilent Technologies
SureSelectXT DNA Kinome, 480 samples. Ad by Agilent Technologies	SureSelectXT DNA Kinome, 480 samples. Ad by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT214	SureSelectXT DNA Kinome, 480 samples. Ad by Agilent Technologies
SureSelectXT Custom 0.5-2.9Mb, 96, RO by Agilent Technologies	SureSelectXT Custom 0.5-2.9Mb, 96, RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT287	SureSelectXT Custom 0.5-2.9Mb, 96, RO by Agilent Technologies
SureSelectXT2 Custom0.5-2.9Mb,480,Aut,RO by Agilent Technologies	SureSelectXT2 Custom0.5-2.9Mb,480,Aut,RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT129	SureSelectXT2 Custom0.5-2.9Mb,480,Aut,RO by Agilent Technologies
ChIP-seq Kit For Transcription Factors (High Sensitivity) by BosterBio	ChIP-seq Kit For Transcription Factors (High Sensitivity) by BosterBio sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT7	ChIP-seq Kit For Transcription Factors (High Sensitivity) by BosterBio
KAPA Hyper Prep KitIllumina, with KAPA Library Amplification Primer Mix (10X) by Roche	KAPA Hyper Prep KitIllumina, with KAPA Library Amplification Primer Mix (10X) by Roche sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT68	KAPA Hyper Prep KitIllumina, with KAPA Library Amplification Primer Mix (10X) by Roche
SSELXT HS 1-16 + V7, 16rxn by Agilent Technologies	SSELXT HS 1-16 + V7, 16rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT445	SSELXT HS 1-16 + V7, 16rxn by Agilent Technologies
SSXT2 Human All Exon V5+lncRNA, 16 by Agilent Technologies	SSXT2 Human All Exon V5+lncRNA, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT408	SSXT2 Human All Exon V5+lncRNA, 16 by Agilent Technologies
SSel XT HS 17-32 + 12-24 Mb, 16rxn by Agilent Technologies	SSel XT HS 17-32 + 12-24 Mb, 16rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT364	SSel XT HS 17-32 + 12-24 Mb, 16rxn by Agilent Technologies
SureSelectXT Custom 12-24Mb,480,Auto,RO by Agilent Technologies	SureSelectXT Custom 12-24Mb,480,Auto,RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT239	SureSelectXT Custom 12-24Mb,480,Auto,RO by Agilent Technologies
SSel XT Low Inp 1-96+1-499 kb,96rxnAU by Agilent Technologies	SSel XT Low Inp 1-96+1-499 kb,96rxnAU by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT323	SSel XT Low Inp 1-96+1-499 kb,96rxnAU by Agilent Technologies
SSELXT2 Human All Exon V6, 16 by Agilent Technologies	SSELXT2 Human All Exon V6, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT384	SSELXT2 Human All Exon V6, 16 by Agilent Technologies
KAPA HyperPlus Kits by Roche	KAPA HyperPlus Kits by Roche sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT3	KAPA HyperPlus Kits by Roche
CATS RNA-seq by Diagenode	CATS RNA-seq by Diagenode sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT29	CATS RNA-seq by Diagenode
SureSelectXT2 Custom 6-11.9Mb, 480 by Agilent Technologies	SureSelectXT2 Custom 6-11.9Mb, 480 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT122	SureSelectXT2 Custom 6-11.9Mb, 480 by Agilent Technologies
SureSelectXT Custom 0.5-2.9Mb, 96, Auto by Agilent Technologies	SureSelectXT Custom 0.5-2.9Mb, 96, Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT286	SureSelectXT Custom 0.5-2.9Mb, 96, Auto by Agilent Technologies
SureSelectXT2 Reagent kit, MSQ, 96 by Agilent Technologies	SureSelectXT2 Reagent kit, MSQ, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT116	SureSelectXT2 Reagent kit, MSQ, 96 by Agilent Technologies
ClearSeq Comprehensive Cancer, 96 auto, by Agilent Technologies	ClearSeq Comprehensive Cancer, 96 auto, by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT604	ClearSeq Comprehensive Cancer, 96 auto, by Agilent Technologies
SSELXT Human All Exon V6, 16 by Agilent Technologies	SSELXT Human All Exon V6, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT463	SSELXT Human All Exon V6, 16 by Agilent Technologies
SureSelectXT Reagent kit, HSQ, 96 by Agilent Technologies	SureSelectXT Reagent kit, HSQ, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT191	SureSelectXT Reagent kit, HSQ, 96 by Agilent Technologies
SSXT2 Human All Exon V5+lncRNA, 96 by Agilent Technologies	SSXT2 Human All Exon V5+lncRNA, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT409	SSXT2 Human All Exon V5+lncRNA, 96 by Agilent Technologies
SSel XT HS 17-32 + CCP, 16rxn by Agilent Technologies	SSel XT HS 17-32 + CCP, 16rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT367	SSel XT HS 17-32 + CCP, 16rxn by Agilent Technologies
Driver-Map Human Genome-Wide Targeted Expression Profiling Kit (24 reactions) by Cellecta	Driver-Map Human Genome-Wide Targeted Expression Profiling Kit (24 reactions) by Cellecta sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT5	Driver-Map Human Genome-Wide Targeted Expression Profiling Kit (24 reactions) by Cellecta
SureSelectXT2 DNA Kinome, 96 samples. Ad by Agilent Technologies	SureSelectXT2 DNA Kinome, 96 samples. Ad by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT137	SureSelectXT2 DNA Kinome, 96 samples. Ad by Agilent Technologies
HaloPlex HS Prepack Reagents ILMN 16rxn by Agilent Technologies	HaloPlex HS Prepack Reagents ILMN 16rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT581	HaloPlex HS Prepack Reagents ILMN 16rxn by Agilent Technologies
SSELXT HS 1-16 + V7 Plus 1, 16 rxn by Agilent Technologies	SSELXT HS 1-16 + V7 Plus 1, 16 rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT444	SSELXT HS 1-16 + V7 Plus 1, 16 rxn by Agilent Technologies
SureSelectXT2 Custom 3-5.9Mb, 480 by Agilent Technologies	SureSelectXT2 Custom 3-5.9Mb, 480 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT170	SureSelectXT2 Custom 3-5.9Mb, 480 by Agilent Technologies
SureSelectXT2 Custom 0.5-2.9Mb, 96, RO by Agilent Technologies	SureSelectXT2 Custom 0.5-2.9Mb, 96, RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT146	SureSelectXT2 Custom 0.5-2.9Mb, 96, RO by Agilent Technologies
SSELXT Human All Exon V6Plus 1, 96rxn by Agilent Technologies	SSELXT Human All Exon V6Plus 1, 96rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT467	SSELXT Human All Exon V6Plus 1, 96rxn by Agilent Technologies
KAPA Low throughput Library Preparation KitIllumina, with bead by Roche	KAPA Low throughput Library Preparation KitIllumina, with bead by Roche sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT45	KAPA Low throughput Library Preparation KitIllumina, with bead by Roche
HaloPlex 501Kb-2.5Mb, ILM, 48 by Agilent Technologies	HaloPlex 501Kb-2.5Mb, ILM, 48 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT575	HaloPlex 501Kb-2.5Mb, ILM, 48 by Agilent Technologies
OneSeq Hi Res Backbone, 6-11.9Mb, 16 by Agilent Technologies	OneSeq Hi Res Backbone, 6-11.9Mb, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT504	OneSeq Hi Res Backbone, 6-11.9Mb, 16 by Agilent Technologies
SEQuoia Complete Stranded RNA Library Prep Kit by Bio-Rad	SEQuoia Complete Stranded RNA Library Prep Kit by Bio-Rad sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT2	SEQuoia Complete Stranded RNA Library Prep Kit by Bio-Rad
HaloPlex 2.6Mb-5Mb, ILM, 96 by Agilent Technologies	HaloPlex 2.6Mb-5Mb, ILM, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT574	HaloPlex 2.6Mb-5Mb, ILM, 96 by Agilent Technologies
SSEL XT CRE V2 Plus 2, 96 auto by Agilent Technologies	SSEL XT CRE V2 Plus 2, 96 auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT519	SSEL XT CRE V2 Plus 2, 96 auto by Agilent Technologies
SSEL XT Focused Exome Plus 2, 96rxn by Agilent Technologies	SSEL XT Focused Exome Plus 2, 96rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT526	SSEL XT Focused Exome Plus 2, 96rxn by Agilent Technologies
SSel XT Low Inp 97-192+V6+,96rxnAU by Agilent Technologies	SSel XT Low Inp 97-192+V6+,96rxnAU by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT340	SSel XT Low Inp 97-192+V6+,96rxnAU by Agilent Technologies
SSELXT Low Input 1-96 + V7, 96 rxn by Agilent Technologies	SSELXT Low Input 1-96 + V7, 96 rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT418	SSELXT Low Input 1-96 + V7, 96 rxn by Agilent Technologies
SSELXT HS 17-32 + V7 Plus 1, 16 rxn by Agilent Technologies	SSELXT HS 17-32 + V7 Plus 1, 16 rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT450	SSELXT HS 17-32 + V7 Plus 1, 16 rxn by Agilent Technologies
OneSeq 1Mb CNV Backbone+0.5-2.9Mb, 96 by Agilent Technologies	OneSeq 1Mb CNV Backbone+0.5-2.9Mb, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT537	OneSeq 1Mb CNV Backbone+0.5-2.9Mb, 96 by Agilent Technologies
SureSelectXT2 Custom3-5.9Mb, 96, Aut, RO by Agilent Technologies	SureSelectXT2 Custom3-5.9Mb, 96, Aut, RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT131	SureSelectXT2 Custom3-5.9Mb, 96, Aut, RO by Agilent Technologies
SureSelectXT Custom 1Kb-499kb, 480, RO by Agilent Technologies	SureSelectXT Custom 1Kb-499kb, 480, RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT245	SureSelectXT Custom 1Kb-499kb, 480, RO by Agilent Technologies
SureSelectXT2 Custom 1kb-499kb,96,Aut,RO by Agilent Technologies	SureSelectXT2 Custom 1kb-499kb,96,Aut,RO by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT167	SureSelectXT2 Custom 1kb-499kb,96,Aut,RO by Agilent Technologies
ClearSeq Inherited Disease, 96, XT by Agilent Technologies	ClearSeq Inherited Disease, 96, XT by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT566	ClearSeq Inherited Disease, 96, XT by Agilent Technologies
SSELXT2 Human All Exon V7 Plus1, 16Rxn by Agilent Technologies	SSELXT2 Human All Exon V7 Plus1, 16Rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT386	SSELXT2 Human All Exon V7 Plus1, 16Rxn by Agilent Technologies
SureSelectXT Hu.AllExon V5 Plus, 96,auto by Agilent Technologies	SureSelectXT Hu.AllExon V5 Plus, 96,auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT217	SureSelectXT Hu.AllExon V5 Plus, 96,auto by Agilent Technologies
SureSelectXT DNA Kinome, 96 samples with by Agilent Technologies	SureSelectXT DNA Kinome, 96 samples with by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT215	SureSelectXT DNA Kinome, 96 samples with by Agilent Technologies
SureSelectXT Human All Exon 50Mb, 96 sam by Agilent Technologies	SureSelectXT Human All Exon 50Mb, 96 sam by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT218	SureSelectXT Human All Exon 50Mb, 96 sam by Agilent Technologies
SSEL XT2 Focused Exome Plus, 16rxn by Agilent Technologies	SSEL XT2 Focused Exome Plus, 16rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT494	SSEL XT2 Focused Exome Plus, 16rxn by Agilent Technologies
OneSeq 1Mb CNV Backbone+1-499Kb, 96 Auto by Agilent Technologies	OneSeq 1Mb CNV Backbone+1-499Kb, 96 Auto by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT540	OneSeq 1Mb CNV Backbone+1-499Kb, 96 Auto by Agilent Technologies
NEXTflex Small RNA Sequencing Kit v3 for Illumina Platforms by PerkinElmer	NEXTflex Small RNA Sequencing Kit v3 for Illumina Platforms by PerkinElmer sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT12	NEXTflex Small RNA Sequencing Kit v3 for Illumina Platforms by PerkinElmer
ClearSeq Cancer, ILM by Agilent Technologies	ClearSeq Cancer, ILM by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT597	ClearSeq Cancer, ILM by Agilent Technologies
GeneJET NGS Cleanup Kit (165 mL) by Thermo Fisher Scientific	GeneJET NGS Cleanup Kit (165 mL) by Thermo Fisher Scientific sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT89	GeneJET NGS Cleanup Kit (165 mL) by Thermo Fisher Scientific
SureSelectXT2 DNA Kinome, 480 samples. A by Agilent Technologies	SureSelectXT2 DNA Kinome, 480 samples. A by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT135	SureSelectXT2 DNA Kinome, 480 samples. A by Agilent Technologies
KAPA RNA HyperPrep Kits by Roche	KAPA RNA HyperPrep Kits by Roche sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT51	KAPA RNA HyperPrep Kits by Roche
SSELXT Human All Exon V6 Plus 2, 16rxn by Agilent Technologies	SSELXT Human All Exon V6 Plus 2, 16rxn by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT454	SSELXT Human All Exon V6 Plus 2, 16rxn by Agilent Technologies
SureSelectXT HumanAllExon V5+UTRs, 96 by Agilent Technologies	SureSelectXT HumanAllExon V5+UTRs, 96 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT177	SureSelectXT HumanAllExon V5+UTRs, 96 by Agilent Technologies
SSXT Zebrafish All Exon, 16 by Agilent Technologies	SSXT Zebrafish All Exon, 16 by Agilent Technologies sourced from https://www.biocompare.com, accessed May 2020.	FG	KIT404	SSXT Zebrafish All Exon, 16 by Agilent Technologies
