value_en	description_en	codesystem	code	description_code
epiphysis of middle phalanx of pes	epiphysis of middle phalanx of pes	UBERON	0011975	epiphysis of middle phalanx of pes
trunk	trunk	UBERON	0002100	trunk
presumptive retinal pigmented epithelium	presumptive retinal pigmented epithelium	UBERON	0005424	presumptive retinal pigmented epithelium
lumbar spinal cord gray matter	lumbar spinal cord gray matter	UBERON	0029636	lumbar spinal cord gray matter
ambulacral area	ambulacral area	UBERON	0008262	ambulacral area
deep part of temporalis	deep part of temporalis	UBERON	0011306	deep part of temporalis
hypodermis skeletal muscle layer	hypodermis skeletal muscle layer	UBERON	0008876	hypodermis skeletal muscle layer
primary choana	primary choana	UBERON	0005931	primary choana
rhombomere lateral wall	rhombomere lateral wall	UBERON	0005501	rhombomere lateral wall
medial ventral tegmental area	medial ventral tegmental area	UBERON	0023865	medial ventral tegmental area
gingival epithelium	gingival epithelium	UBERON	0001949	gingival epithelium
nodosal placode	nodosal placode	UBERON	0009126	nodosal placode
gray matter layer of superior colliculus	gray matter layer of superior colliculus	UBERON	0006785	gray matter layer of superior colliculus
prepuce	prepuce	UBERON	0011374	prepuce
sweat of palm	sweat of palm	UBERON	0014392	sweat of palm
lymph node T cell domain	lymph node T cell domain	UBERON	0010417	lymph node T cell domain
ligament of middle ear	ligament of middle ear	UBERON	0018154	ligament of middle ear
musculature of pectoral complex	musculature of pectoral complex	UBERON	0014793	musculature of pectoral complex
hepatogastric ligament	hepatogastric ligament	UBERON	0012471	hepatogastric ligament
cervical lymph node	cervical lymph node	UBERON	0002429	cervical lymph node
gustatory pore	gustatory pore	UBERON	0007691	gustatory pore
manual digit bone	manual digit bone	UBERON	0004249	manual digit bone
infraorbital sinus	infraorbital sinus	UBERON	0011985	infraorbital sinus
abdominal air sac	abdominal air sac	UBERON	0009067	abdominal air sac
medullary cavity of long bone	medullary cavity of long bone	UBERON	0016413	medullary cavity of long bone
sublingual dorsal and ventral separate	sublingual dorsal and ventral separate	UBERON	2001474	sublingual dorsal and ventral separate
posterior nasal barbel	posterior nasal barbel	UBERON	2001936	posterior nasal barbel
diastema between incisors	diastema between incisors	UBERON	0035119	diastema between incisors
cystic lymph node	cystic lymph node	UBERON	0015867	cystic lymph node
major salivary gland	major salivary gland	UBERON	0001829	major salivary gland
right channel of ventral aorta	right channel of ventral aorta	UBERON	3010424	right channel of ventral aorta
4 cell stage	4 cell stage	UBERON	0007233	4 cell stage
left kidney interstitium	left kidney interstitium	UBERON	0018113	left kidney interstitium
muscle layer of large intestine	muscle layer of large intestine	UBERON	0011198	muscle layer of large intestine
pearly penile papule	pearly penile papule	UBERON	0012327	pearly penile papule
germ ring	germ ring	UBERON	0002541	germ ring
epibranchial 1 bone uncinate process	epibranchial 1 bone uncinate process	UBERON	2001797	epibranchial 1 bone uncinate process
spinal trigeminal tract of medulla	spinal trigeminal tract of medulla	UBERON	0002715	spinal trigeminal tract of medulla
epididymis smooth muscle	epididymis smooth muscle	UBERON	0004835	epididymis smooth muscle
ceratobranchial 5 cartilage	ceratobranchial 5 cartilage	UBERON	2001521	ceratobranchial 5 cartilage
hindlimb digital artery	hindlimb digital artery	UBERON	0004554	hindlimb digital artery
roof of mouth	roof of mouth	UBERON	0007375	roof of mouth
brachioradialis	brachioradialis	UBERON	0011011	brachioradialis
choroidal gland	choroidal gland	UBERON	0013398	choroidal gland
lingual swellings	lingual swellings	UBERON	0006260	lingual swellings
sagittal stratum	sagittal stratum	UBERON	0035931	sagittal stratum
webbing of bone in vertebral column	webbing of bone in vertebral column	UBERON	3000745	webbing of bone in vertebral column
preorbital process of the pars facialis of the maxilla	preorbital process of the pars facialis of the maxilla	UBERON	3000467	preorbital process of the pars facialis of the maxilla
tricuspid valve anulus	tricuspid valve anulus	UBERON	0005997	tricuspid valve anulus
gland of foregut	gland of foregut	UBERON	0003294	gland of foregut
infra-orbital foramen of maxilla	infra-orbital foramen of maxilla	UBERON	0018407	infra-orbital foramen of maxilla
paracingulate gyrus	paracingulate gyrus	UBERON	0022398	paracingulate gyrus
pedal digit 3 plus metapodial segment	pedal digit 3 plus metapodial segment	UBERON	5003633	pedal digit 3 plus metapodial segment
habenulo-interpeduncular tract	habenulo-interpeduncular tract	UBERON	0002138	habenulo-interpeduncular tract
hypobranchial 2 element	hypobranchial 2 element	UBERON	2001895	hypobranchial 2 element
intermediate reticular nucleus	intermediate reticular nucleus	UBERON	0009777	intermediate reticular nucleus
accessory optic tract	accessory optic tract	UBERON	0035595	accessory optic tract
inner digits of foot	inner digits of foot	UBERON	4200015	inner digits of foot
muscle layer of small intestine	muscle layer of small intestine	UBERON	0011201	muscle layer of small intestine
lateral metatarsal pad	lateral metatarsal pad	UBERON	0013627	lateral metatarsal pad
ascending process of the astragalus	ascending process of the astragalus	UBERON	4200025	ascending process of the astragalus
nerve	nerve	UBERON	0001021	nerve
telencephalic part of interventricular foramen	telencephalic part of interventricular foramen	UBERON	0006301	telencephalic part of interventricular foramen
discoid placenta	discoid placenta	UBERON	0036154	discoid placenta
exoccipital bone	exoccipital bone	UBERON	0001693	exoccipital bone
accessory olfactory bulb	accessory olfactory bulb	UBERON	0004069	accessory olfactory bulb
coprodeum	coprodeum	UBERON	0012420	coprodeum
feathered ear tuft	feathered ear tuft	UBERON	0014448	feathered ear tuft
endothelium of vein	endothelium of vein	UBERON	0001919	endothelium of vein
cervical subsegment of spinal cord	cervical subsegment of spinal cord	UBERON	0007714	cervical subsegment of spinal cord
liver primordium	liver primordium	UBERON	0003894	liver primordium
muscular coat of vas deferens	muscular coat of vas deferens	UBERON	0004224	muscular coat of vas deferens
venous system smooth muscle	venous system smooth muscle	UBERON	0004696	venous system smooth muscle
cavity of bone organ	cavity of bone organ	UBERON	0010527	cavity of bone organ
peritubular capillary	peritubular capillary	UBERON	0005272	peritubular capillary
sphenoid cartilage element	sphenoid cartilage element	UBERON	0009193	sphenoid cartilage element
1st arch mesenchyme from head mesenchyme	1st arch mesenchyme from head mesenchyme	UBERON	0010341	1st arch mesenchyme from head mesenchyme
pelvic fin clasper	pelvic fin clasper	UBERON	0010518	pelvic fin clasper
commissura terminales of hyoid apparatus	commissura terminales of hyoid apparatus	UBERON	3010828	commissura terminales of hyoid apparatus
torus pylorus	torus pylorus	UBERON	0010238	torus pylorus
sac	sac	UBERON	0009856	sac
Pacinian corpuscle	Pacinian corpuscle	UBERON	0003719	Pacinian corpuscle
distal cartilage of posterior process of basipterygium	distal cartilage of posterior process of basipterygium	UBERON	2002069	distal cartilage of posterior process of basipterygium
gland of nasal mucosa	gland of nasal mucosa	UBERON	0012278	gland of nasal mucosa
fibularis longus	fibularis longus	UBERON	0001387	fibularis longus
optic disc	optic disc	UBERON	0001783	optic disc
middle colic artery	middle colic artery	UBERON	0001196	middle colic artery
subdivision of tube	subdivision of tube	UBERON	0013522	subdivision of tube
dorsal nucleus of medial geniculate body	dorsal nucleus of medial geniculate body	UBERON	0002758	dorsal nucleus of medial geniculate body
vaned feather	vaned feather	UBERON	0008292	vaned feather
frontal sinus	frontal sinus	UBERON	0001760	frontal sinus
epibranchial element	epibranchial element	UBERON	2001904	epibranchial element
gut-associated lymphoid tissue	gut-associated lymphoid tissue	UBERON	0001962	gut-associated lymphoid tissue
collection of hair on face	collection of hair on face	UBERON	0010165	collection of hair on face
stratified columnar epithelium	stratified columnar epithelium	UBERON	0007602	stratified columnar epithelium
thoracic thymus	thoracic thymus	UBERON	0009115	thoracic thymus
nucleus recessus lateralis	nucleus recessus lateralis	UBERON	0014663	nucleus recessus lateralis
base of glans penis	base of glans penis	UBERON	0016409	base of glans penis
obsoelte UCoD	obsoelte UCoD	UBERON	2005235	obsoelte UCoD
cloacal lumen	cloacal lumen	UBERON	0012463	cloacal lumen
forebrain midbrain boundary neural keel	forebrain midbrain boundary neural keel	UBERON	2007027	forebrain midbrain boundary neural keel
supraneural cartilage	supraneural cartilage	UBERON	4300036	supraneural cartilage
plantar skin crease	plantar skin crease	UBERON	0019247	plantar skin crease
supratemporal commissure	supratemporal commissure	UBERON	2002248	supratemporal commissure
gular fold	gular fold	UBERON	0010880	gular fold
basis modioli	basis modioli	UBERON	0014624	basis modioli
orbital lobe of lacrimal gland	orbital lobe of lacrimal gland	UBERON	0019327	orbital lobe of lacrimal gland
ramus recurrens	ramus recurrens	UBERON	3010754	ramus recurrens
neural arch 5	neural arch 5	UBERON	2002123	neural arch 5
anal fold	anal fold	UBERON	0012293	anal fold
dermal annular fold	dermal annular fold	UBERON	3010058	dermal annular fold
neural arch 1	neural arch 1	UBERON	2001877	neural arch 1
neural arch 2	neural arch 2	UBERON	2001253	neural arch 2
neural arch 3	neural arch 3	UBERON	2001394	neural arch 3
neural arch 4	neural arch 4	UBERON	2001395	neural arch 4
atrioventricular region	atrioventricular region	UBERON	0011820	atrioventricular region
spinal cord motor column	spinal cord motor column	UBERON	0003990	spinal cord motor column
maxillary process ectoderm	maxillary process ectoderm	UBERON	0012312	maxillary process ectoderm
nerve of tympanic cavity	nerve of tympanic cavity	UBERON	0004116	nerve of tympanic cavity
apex of cervical spinal cord dorsal horn	apex of cervical spinal cord dorsal horn	UBERON	0014622	apex of cervical spinal cord dorsal horn
gubernaculum (male or female)	gubernaculum (male or female)	UBERON	0004346	gubernaculum (male or female)
caudal pretectal nucleus	caudal pretectal nucleus	UBERON	0035565	caudal pretectal nucleus
acinus of lactiferous gland	acinus of lactiferous gland	UBERON	0011856	acinus of lactiferous gland
crus commune epithelium	crus commune epithelium	UBERON	0005657	crus commune epithelium
tuber cinereum	tuber cinereum	UBERON	0002620	tuber cinereum
perifoveal part of retina	perifoveal part of retina	UBERON	0018105	perifoveal part of retina
anal fin basal cartilage	anal fin basal cartilage	UBERON	4300020	anal fin basal cartilage
gluteus maximus	gluteus maximus	UBERON	0001370	gluteus maximus
geniohyoid muscle	geniohyoid muscle	UBERON	0001565	geniohyoid muscle
distal tarsal bone 5 pre-cartilage condensation	distal tarsal bone 5 pre-cartilage condensation	UBERON	0015116	distal tarsal bone 5 pre-cartilage condensation
cerebellum anterior vermis	cerebellum anterior vermis	UBERON	0003941	cerebellum anterior vermis
pole of cerebral hemisphere	pole of cerebral hemisphere	UBERON	0009899	pole of cerebral hemisphere
pedal digit 4 metatarsal endochondral element	pedal digit 4 metatarsal endochondral element	UBERON	0015040	pedal digit 4 metatarsal endochondral element
adult central nervous system	adult central nervous system	UBERON	6003623	adult central nervous system
olfactory gland	olfactory gland	UBERON	0002232	olfactory gland
mandibular process mesenchyme from head mesenchyme	mandibular process mesenchyme from head mesenchyme	UBERON	0010337	mandibular process mesenchyme from head mesenchyme
mesentery of oesophagus	mesentery of oesophagus	UBERON	0003283	mesentery of oesophagus
upper molar 1	upper molar 1	UBERON	0018302	upper molar 1
exocrine gland	exocrine gland	UBERON	0002365	exocrine gland
outer dental epithelium	outer dental epithelium	UBERON	0006952	outer dental epithelium
peripheral region of retina	peripheral region of retina	UBERON	0013682	peripheral region of retina
sulcus ypsiloniformis	sulcus ypsiloniformis	UBERON	2000589	sulcus ypsiloniformis
entire pharyngeal arch endoderm	entire pharyngeal arch endoderm	UBERON	0009722	entire pharyngeal arch endoderm
manual major digit (Aves) plus metapodial segment	manual major digit (Aves) plus metapodial segment	UBERON	5012261	manual major digit (Aves) plus metapodial segment
midbrain nucleus	midbrain nucleus	UBERON	0009661	midbrain nucleus
gray matter of telencephalon	gray matter of telencephalon	UBERON	0011300	gray matter of telencephalon
cavitated compound organ	cavitated compound organ	UBERON	0000489	cavitated compound organ
sensory system	sensory system	UBERON	0001032	sensory system
supraglenoid region	supraglenoid region	UBERON	4200175	supraglenoid region
nephrostome	nephrostome	UBERON	0005308	nephrostome
remnant of lumen of Rathke's pouch	remnant of lumen of Rathke's pouch	UBERON	0009975	remnant of lumen of Rathke's pouch
surface of tongue	surface of tongue	UBERON	0007367	surface of tongue
inferior frontal sulcus	inferior frontal sulcus	UBERON	0002761	inferior frontal sulcus
neck of scapula	neck of scapula	UBERON	0018667	neck of scapula
posterior paracentral gyrus	posterior paracentral gyrus	UBERON	0007192	posterior paracentral gyrus
inferior pancreaticoduodenal artery	inferior pancreaticoduodenal artery	UBERON	0001195	inferior pancreaticoduodenal artery
subungual region	subungual region	UBERON	0004105	subungual region
mesentery of ileum	mesentery of ileum	UBERON	0022357	mesentery of ileum
superior nuchal line attachment site	superior nuchal line attachment site	UBERON	0014803	superior nuchal line attachment site
postfrontal bone	postfrontal bone	UBERON	0011168	postfrontal bone
stroma	stroma	UBERON	0003891	stroma
prefrontal bone	prefrontal bone	UBERON	0010750	prefrontal bone
forelimb digital artery	forelimb digital artery	UBERON	0004553	forelimb digital artery
photoreceptor array	photoreceptor array	UBERON	0005388	photoreceptor array
future dermis	future dermis	UBERON	0010083	future dermis
wrist connective tissue	wrist connective tissue	UBERON	0003575	wrist connective tissue
raphe of scrotum	raphe of scrotum	UBERON	0017732	raphe of scrotum
nephron tubule basement membrane	nephron tubule basement membrane	UBERON	0009651	nephron tubule basement membrane
spinal nucleus of trigeminal nerve	spinal nucleus of trigeminal nerve	UBERON	0001717	spinal nucleus of trigeminal nerve
suspensory ligament of ovary	suspensory ligament of ovary	UBERON	0006649	suspensory ligament of ovary
suprazygomatic part of temporalis	suprazygomatic part of temporalis	UBERON	0011307	suprazygomatic part of temporalis
left eye	left eye	UBERON	0004548	left eye
right cardiac atrium	right cardiac atrium	UBERON	0002078	right cardiac atrium
inner canthus	inner canthus	UBERON	0005611	inner canthus
nasal air sac	nasal air sac	UBERON	0013175	nasal air sac
capillary layer of choroid	capillary layer of choroid	UBERON	0005336	capillary layer of choroid
bone marrow cavity	bone marrow cavity	UBERON	0002484	bone marrow cavity
lieno-renal ligament	lieno-renal ligament	UBERON	0004687	lieno-renal ligament
adult protocerebrum	adult protocerebrum	UBERON	6007145	adult protocerebrum
manual digit 1 phalanx	manual digit 1 phalanx	UBERON	0003620	manual digit 1 phalanx
vitelline vasculature	vitelline vasculature	UBERON	0004374	vitelline vasculature
lacrimal bone	lacrimal bone	UBERON	0001680	lacrimal bone
extracleithrum	extracleithrum	UBERON	4200022	extracleithrum
inferior surface of tongue	inferior surface of tongue	UBERON	0007373	inferior surface of tongue
suprachiasmatic nucleus	suprachiasmatic nucleus	UBERON	0002034	suprachiasmatic nucleus
round ligament of liver	round ligament of liver	UBERON	0006588	round ligament of liver
medial ganglionic eminence	medial ganglionic eminence	UBERON	0004024	medial ganglionic eminence
hindlimb skeleton	hindlimb skeleton	UBERON	0001441	hindlimb skeleton
palmar skin crease	palmar skin crease	UBERON	0019246	palmar skin crease
right testis	right testis	UBERON	0004534	right testis
manual digit 2 metacarpus endochondral element	manual digit 2 metacarpus endochondral element	UBERON	0015044	manual digit 2 metacarpus endochondral element
mental nerve	mental nerve	UBERON	0018406	mental nerve
islet of Langerhans	islet of Langerhans	UBERON	0000006	islet of Langerhans
wing hair	wing hair	UBERON	6004340	wing hair
anal-fin stay	anal-fin stay	UBERON	2001698	anal-fin stay
preductal region of aortic arch	preductal region of aortic arch	UBERON	0016923	preductal region of aortic arch
principal nucleus of stria terminalis	principal nucleus of stria terminalis	UBERON	0011178	principal nucleus of stria terminalis
gastrocnemius externus	gastrocnemius externus	UBERON	0011910	gastrocnemius externus
future coelemic cavity lumen	future coelemic cavity lumen	UBERON	0003886	future coelemic cavity lumen
muscularis mucosae of colon	muscularis mucosae of colon	UBERON	0007178	muscularis mucosae of colon
vertebral arch of sacral segment	vertebral arch of sacral segment	UBERON	0008435	vertebral arch of sacral segment
inferior central nucleus	inferior central nucleus	UBERON	0002993	inferior central nucleus
differentiated genital tubercle	differentiated genital tubercle	UBERON	0011757	differentiated genital tubercle
portion of cartilage tissue in tibia	portion of cartilage tissue in tibia	UBERON	0000313	portion of cartilage tissue in tibia
spleen lymphoid follicle	spleen lymphoid follicle	UBERON	0001249	spleen lymphoid follicle
ciliated columnar epithelium	ciliated columnar epithelium	UBERON	0007592	ciliated columnar epithelium
dorsal glands	dorsal glands	UBERON	3010021	dorsal glands
larval segment	larval segment	UBERON	6001729	larval segment
phrenic nerve	phrenic nerve	UBERON	0001884	phrenic nerve
phalanx	phalanx	UBERON	0003221	phalanx
ischial callosity	ischial callosity	UBERON	0014482	ischial callosity
forelimb bud	forelimb bud	UBERON	0005417	forelimb bud
pair of dorsal aortae	pair of dorsal aortae	UBERON	0010190	pair of dorsal aortae
vein of hindlimb zeugopod	vein of hindlimb zeugopod	UBERON	0001551	vein of hindlimb zeugopod
septum semicircularium anterior	septum semicircularium anterior	UBERON	3000560	septum semicircularium anterior
superior gluteal artery	superior gluteal artery	UBERON	0001315	superior gluteal artery
gland of diencephalon	gland of diencephalon	UBERON	0003296	gland of diencephalon
brain arachnoid mater	brain arachnoid mater	UBERON	0005397	brain arachnoid mater
lateral paragigantocellular nucleus	lateral paragigantocellular nucleus	UBERON	0016824	lateral paragigantocellular nucleus
sphenoid bone	sphenoid bone	UBERON	0001677	sphenoid bone
tuberal supraoptic nucleus	tuberal supraoptic nucleus	UBERON	0024079	tuberal supraoptic nucleus
lumbar lymph node	lumbar lymph node	UBERON	0002526	lumbar lymph node
middle suprarenal artery	middle suprarenal artery	UBERON	0012173	middle suprarenal artery
ureteral valve	ureteral valve	UBERON	0015420	ureteral valve
postcoronoid bone	postcoronoid bone	UBERON	4200235	postcoronoid bone
epithelial sheet	epithelial sheet	UBERON	0010136	epithelial sheet
pulmonary valve	pulmonary valve	UBERON	0002146	pulmonary valve
hindgut	hindgut	UBERON	0001046	hindgut
pons reticulospinal tract	pons reticulospinal tract	UBERON	0004172	pons reticulospinal tract
mucosa of lacrimal sac	mucosa of lacrimal sac	UBERON	0005017	mucosa of lacrimal sac
lateral pallium	lateral pallium	UBERON	0014741	lateral pallium
posterior wall of laryngopharynx	posterior wall of laryngopharynx	UBERON	0035313	posterior wall of laryngopharynx
accessory pretectal nucleus	accessory pretectal nucleus	UBERON	0035567	accessory pretectal nucleus
ventral prothoracic disc primordium	ventral prothoracic disc primordium	UBERON	6001658	ventral prothoracic disc primordium
inner limiting layer of retina	inner limiting layer of retina	UBERON	0001794	inner limiting layer of retina
prevertebral cervical fascia	prevertebral cervical fascia	UBERON	0013492	prevertebral cervical fascia
ceratobranchial 5 bone	ceratobranchial 5 bone	UBERON	2001239	ceratobranchial 5 bone
infra-orbital groove of maxilla	infra-orbital groove of maxilla	UBERON	0018409	infra-orbital groove of maxilla
fusiform gyrus	fusiform gyrus	UBERON	0002766	fusiform gyrus
basisphenoid cartilage condenstion	basisphenoid cartilage condenstion	UBERON	0009194	basisphenoid cartilage condenstion
dorsal folds	dorsal folds	UBERON	3000991	dorsal folds
premaxillary fenestra	premaxillary fenestra	UBERON	0018137	premaxillary fenestra
malleal ligament	malleal ligament	UBERON	0018156	malleal ligament
radio-ulnar joint	radio-ulnar joint	UBERON	0001528	radio-ulnar joint
long ciliary nerve	long ciliary nerve	UBERON	0022301	long ciliary nerve
third instar larval cuticle	third instar larval cuticle	UBERON	6004986	third instar larval cuticle
posterior fascicle of palatopharyngeus	posterior fascicle of palatopharyngeus	UBERON	0018103	posterior fascicle of palatopharyngeus
synovial bursa	synovial bursa	UBERON	0003668	synovial bursa
urinary bladder trigone smooth muscle	urinary bladder trigone smooth muscle	UBERON	0004229	urinary bladder trigone smooth muscle
mammary fat pad	mammary fat pad	UBERON	0012282	mammary fat pad
claustrum cartilage	claustrum cartilage	UBERON	2000637	claustrum cartilage
postsubiculum	postsubiculum	UBERON	0035971	postsubiculum
reticular formation	reticular formation	UBERON	0002275	reticular formation
accessory bone	accessory bone	UBERON	0010722	accessory bone
buccal mucosa	buccal mucosa	UBERON	0006956	buccal mucosa
scleral skeletal element	scleral skeletal element	UBERON	0010296	scleral skeletal element
cerebellum vermis lobule III	cerebellum vermis lobule III	UBERON	0004076	cerebellum vermis lobule III
angioblastic cord	angioblastic cord	UBERON	0034877	angioblastic cord
middle frontal gyrus	middle frontal gyrus	UBERON	0002702	middle frontal gyrus
periventricular white matter	periventricular white matter	UBERON	0014932	periventricular white matter
os suspensorium	os suspensorium	UBERON	2001171	os suspensorium
trunk of intercostal nerve	trunk of intercostal nerve	UBERON	0002327	trunk of intercostal nerve
temporoparietal junction	temporoparietal junction	UBERON	0023852	temporoparietal junction
colloid of thyroid follicle	colloid of thyroid follicle	UBERON	0012364	colloid of thyroid follicle
arytenoid swellings	arytenoid swellings	UBERON	0010215	arytenoid swellings
endothelium of peritubular capillary	endothelium of peritubular capillary	UBERON	0012441	endothelium of peritubular capillary
embryonic/larval circulatory system	embryonic/larval circulatory system	UBERON	6001664	embryonic/larval circulatory system
cardiac muscle tissue of ventricle	cardiac muscle tissue of ventricle	UBERON	0018649	cardiac muscle tissue of ventricle
extrinsic tongue pre-muscle mass	extrinsic tongue pre-muscle mass	UBERON	0011332	extrinsic tongue pre-muscle mass
artery smooth muscle tissue	artery smooth muscle tissue	UBERON	0002111	artery smooth muscle tissue
central retinal vein	central retinal vein	UBERON	0001673	central retinal vein
mesethmoid-vomer joint	mesethmoid-vomer joint	UBERON	2001680	mesethmoid-vomer joint
otic vesicle ventral protrusion	otic vesicle ventral protrusion	UBERON	2002216	otic vesicle ventral protrusion
peduncle of neuraxis	peduncle of neuraxis	UBERON	0007417	peduncle of neuraxis
central retinal artery	central retinal artery	UBERON	0001620	central retinal artery
aortic valve anulus	aortic valve anulus	UBERON	0005991	aortic valve anulus
intersomitic artery	intersomitic artery	UBERON	0002457	intersomitic artery
trigeminal nerve muscle	trigeminal nerve muscle	UBERON	0018544	trigeminal nerve muscle
right common carotid artery plus branches	right common carotid artery plus branches	UBERON	0001531	right common carotid artery plus branches
cingulum of upper jaw molar	cingulum of upper jaw molar	UBERON	0017613	cingulum of upper jaw molar
hypohyal cartilage	hypohyal cartilage	UBERON	0011612	hypohyal cartilage
thoracic lymph node	thoracic lymph node	UBERON	0007644	thoracic lymph node
geniculate placode	geniculate placode	UBERON	0009124	geniculate placode
ophthalmic artery	ophthalmic artery	UBERON	0001619	ophthalmic artery
striated border microvillus layer	striated border microvillus layer	UBERON	0012425	striated border microvillus layer
triangular process	triangular process	UBERON	3010557	triangular process
spinal cord ependyma	spinal cord ependyma	UBERON	0005359	spinal cord ependyma
caudal fin vasculature	caudal fin vasculature	UBERON	2005097	caudal fin vasculature
hypoblast (generic)	hypoblast (generic)	UBERON	0000089	hypoblast (generic)
os vesalianum pedis	os vesalianum pedis	UBERON	0010723	os vesalianum pedis
saphenous nerve	saphenous nerve	UBERON	0002475	saphenous nerve
glomeral mesenchyme	glomeral mesenchyme	UBERON	0007128	glomeral mesenchyme
paired limb/fin cartilage	paired limb/fin cartilage	UBERON	0007389	paired limb/fin cartilage
tail electric organ	tail electric organ	UBERON	0010519	tail electric organ
crypt of Lieberkuhn of appendix	crypt of Lieberkuhn of appendix	UBERON	0013486	crypt of Lieberkuhn of appendix
palato-vomerine ligament	palato-vomerine ligament	UBERON	4300209	palato-vomerine ligament
annular ligament of stapes	annular ligament of stapes	UBERON	0018161	annular ligament of stapes
preaxial centrale	preaxial centrale	UBERON	4200084	preaxial centrale
upper deciduous premolar 5	upper deciduous premolar 5	UBERON	0018301	upper deciduous premolar 5
superior rostral sulcus	superior rostral sulcus	UBERON	0002607	superior rostral sulcus
clavus	clavus	UBERON	4300012	clavus
fin bone	fin bone	UBERON	0004376	fin bone
buccal salivary gland	buccal salivary gland	UBERON	0012102	buccal salivary gland
vermis of the flocculonodular lobe of the cerebellum	vermis of the flocculonodular lobe of the cerebellum	UBERON	0024037	vermis of the flocculonodular lobe of the cerebellum
ventral mesentery of mesentery of foregut-midgut junction	ventral mesentery of mesentery of foregut-midgut junction	UBERON	0009502	ventral mesentery of mesentery of foregut-midgut junction
hair follicle	hair follicle	UBERON	0002073	hair follicle
vestibular nucleus	vestibular nucleus	UBERON	0007228	vestibular nucleus
testis	testis	UBERON	0000473	testis
musculature of hindlimb stylopod	musculature of hindlimb stylopod	UBERON	0004463	musculature of hindlimb stylopod
monotreme bill	monotreme bill	UBERON	0018133	monotreme bill
intervertebral disk of seventh cervical vertebra	intervertebral disk of seventh cervical vertebra	UBERON	0007264	intervertebral disk of seventh cervical vertebra
exoccipital-atlas joint	exoccipital-atlas joint	UBERON	0017157	exoccipital-atlas joint
ascending limb of ceratobranchial 5 cartilage	ascending limb of ceratobranchial 5 cartilage	UBERON	2002014	ascending limb of ceratobranchial 5 cartilage
lower primary incisor tooth	lower primary incisor tooth	UBERON	0017748	lower primary incisor tooth
pelvic appendage muscle	pelvic appendage muscle	UBERON	0014795	pelvic appendage muscle
migrating epithelium	migrating epithelium	UBERON	0007573	migrating epithelium
strand of zigzag hair	strand of zigzag hair	UBERON	0010513	strand of zigzag hair
trochlear nucleus	trochlear nucleus	UBERON	0002722	trochlear nucleus
pontine raphe nucleus	pontine raphe nucleus	UBERON	0002047	pontine raphe nucleus
ceratobranchial 1 element	ceratobranchial 1 element	UBERON	2001899	ceratobranchial 1 element
macula of saccule of membranous labyrinth	macula of saccule of membranous labyrinth	UBERON	0002212	macula of saccule of membranous labyrinth
dermatocranium	dermatocranium	UBERON	0003113	dermatocranium
ventral corticospinal tract	ventral corticospinal tract	UBERON	0002760	ventral corticospinal tract
cosmoid scale	cosmoid scale	UBERON	4000081	cosmoid scale
perineum	perineum	UBERON	0002356	perineum
inguinal fat pad	inguinal fat pad	UBERON	0010410	inguinal fat pad
stratum radiatum of caudal CA3	stratum radiatum of caudal CA3	UBERON	0034809	stratum radiatum of caudal CA3
stratum radiatum of caudal CA2	stratum radiatum of caudal CA2	UBERON	0034804	stratum radiatum of caudal CA2
interoceptive system	interoceptive system	UBERON	0036255	interoceptive system
lateral part of mediodorsal nucleus of the thalamus	lateral part of mediodorsal nucleus of the thalamus	UBERON	0035114	lateral part of mediodorsal nucleus of the thalamus
lateral periolivary nucleus	lateral periolivary nucleus	UBERON	0016637	lateral periolivary nucleus
somatic nervous system	somatic nervous system	UBERON	0000012	somatic nervous system
tract of brain	tract of brain	UBERON	0007702	tract of brain
periventricular nucleus of caudal tuberculum	periventricular nucleus of caudal tuberculum	UBERON	2000408	periventricular nucleus of caudal tuberculum
stratum radiatum of caudal CA1	stratum radiatum of caudal CA1	UBERON	0034799	stratum radiatum of caudal CA1
leg nerve	leg nerve	UBERON	0003431	leg nerve
white matter lamina of neuraxis	white matter lamina of neuraxis	UBERON	0014530	white matter lamina of neuraxis
dorsal fin proximal radial bone 2	dorsal fin proximal radial bone 2	UBERON	2001819	dorsal fin proximal radial bone 2
dorsal fin proximal radial bone 1	dorsal fin proximal radial bone 1	UBERON	2001818	dorsal fin proximal radial bone 1
cardiac stomach	cardiac stomach	UBERON	0008250	cardiac stomach
dorsal fin proximal radial bone 8	dorsal fin proximal radial bone 8	UBERON	2005385	dorsal fin proximal radial bone 8
dorsal fin proximal radial bone 7	dorsal fin proximal radial bone 7	UBERON	2005384	dorsal fin proximal radial bone 7
ureter ureteric bud	ureter ureteric bud	UBERON	0005081	ureter ureteric bud
dorsal fin proximal radial bone 4	dorsal fin proximal radial bone 4	UBERON	2005381	dorsal fin proximal radial bone 4
dorsal fin proximal radial bone 3	dorsal fin proximal radial bone 3	UBERON	2005380	dorsal fin proximal radial bone 3
dorsal fin proximal radial bone 6	dorsal fin proximal radial bone 6	UBERON	2005383	dorsal fin proximal radial bone 6
gustatory system	gustatory system	UBERON	0001033	gustatory system
dorsal fin proximal radial bone 5	dorsal fin proximal radial bone 5	UBERON	2005382	dorsal fin proximal radial bone 5
pelvic fin middle radial bone	pelvic fin middle radial bone	UBERON	1500010	pelvic fin middle radial bone
distal sesamoid impar ligament	distal sesamoid impar ligament	UBERON	0014509	distal sesamoid impar ligament
