value_en	description_en	codesystem	code	description_code	iri
cervical spinal cord white matter	cervical spinal cord white matter	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0014614
dorsal hair	dorsal hair	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0015150
diaphysis of tibia	diaphysis of tibia	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0013280
perineural vascular plexus	perineural vascular plexus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0015189
sphenethmoid	sphenethmoid	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	3000572
inner renal medulla interstitium	inner renal medulla interstitium	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0005214
transverse radial	transverse radial	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2001697
acinus of olfactory gland	acinus of olfactory gland	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0015785
inferior petrosal sinus	inferior petrosal sinus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0007160
respiratory system capillary endothelium	respiratory system capillary endothelium	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0003489
papilla	papilla	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2001995
circuit part of central nervous system	circuit part of central nervous system	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0024914
interdigital region between manual digits	interdigital region between manual digits	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0006013
caudal CA3	caudal CA3	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0034782
Haller's layer	Haller's layer	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0036168
opercle-interopercle joint	opercle-interopercle joint	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2001710
caudal CA2	caudal CA2	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0034781
vacuolated notochordal tissue	vacuolated notochordal tissue	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	4000053
caudal CA1	caudal CA1	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0034780
lacrimal caruncle	lacrimal caruncle	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0014698
pedal digit muscle	pedal digit muscle	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0003659
afferent lymphatic vessel	afferent lymphatic vessel	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0010396
glomerular capillary endothelium	glomerular capillary endothelium	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0004294
feathered facial disc	feathered facial disc	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0014447
cardiopharyngeal field	cardiopharyngeal field	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0036146
segment of pes	segment of pes	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0005445
ovary stroma	ovary stroma	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0006960
intermaxillary suture	intermaxillary suture	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0034909
temporal pole	temporal pole	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0002576
prezonal element	prezonal element	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	3000937
blood vessel of tympanic cavity	blood vessel of tympanic cavity	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0004115
auricular artery	auricular artery	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0009655
superior vagus X ganglion	superior vagus X ganglion	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0005364
surface structure	surface structure	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0003102
anatomical point	anatomical point	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0006983
supraneural 9 bone	supraneural 9 bone	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2001166
accessory foramen	accessory foramen	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	4200150
parvocellular superficial pretectal nucleus	parvocellular superficial pretectal nucleus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0035564
interphalangeal joint	interphalangeal joint	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0006658
material entity in digestive tract	material entity in digestive tract	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0035118
palpebral conjunctiva	palpebral conjunctiva	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0001812
mesometrium	mesometrium	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0003885
helicine artery of penis	helicine artery of penis	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0015174
Ammon's horn	Ammon's horn	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0001954
ureter luminal urothelium	ureter luminal urothelium	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0011947
anterior limb of internal capsule	anterior limb of internal capsule	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0014526
principal artery to hindlimb	principal artery to hindlimb	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0006438
uvea	uvea	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0001768
retractor tentaculi	retractor tentaculi	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2001768
pyloric region epithelium	pyloric region epithelium	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0005637
suspensory ligament of lens	suspensory ligament of lens	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0006762
serotonergic system	serotonergic system	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0025593
hemal prezygapophysis	hemal prezygapophysis	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2007005
spiracle	spiracle	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	6005054
iliac circumflex artery	iliac circumflex artery	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0009026
submucosa of uterine tube	submucosa of uterine tube	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0011298
common nasal meatus	common nasal meatus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0015221
lateral lingual swelling	lateral lingual swelling	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0006757
trochanteric shelf	trochanteric shelf	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	4200131
anterolateral supplementary element	anterolateral supplementary element	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	3010838
endosteum	endosteum	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0009859
suprarostral cartilage	suprarostral cartilage	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	3000998
lateral nasal cartilage	lateral nasal cartilage	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0007821
glossopharyngeal nerve root	glossopharyngeal nerve root	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0019310
mesenchyme of pinna	mesenchyme of pinna	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0003325
secondary gustatory nucleus medulla oblongata	secondary gustatory nucleus medulla oblongata	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2000278
rostral root of abducens nerve	rostral root of abducens nerve	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0009909
pharyngobranchial 3 tooth	pharyngobranchial 3 tooth	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2001653
median fin radial cartilage	median fin radial cartilage	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2205225
caudal part of spinal trigeminal nucleus	caudal part of spinal trigeminal nucleus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0002866
prostate luminal epithelium	prostate luminal epithelium	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0011951
anterior thalamic radiation	anterior thalamic radiation	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0034746
quadrate-metapterygoid joint	quadrate-metapterygoid joint	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2001803
pterygoquadrate	pterygoquadrate	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	3000524
left cardiac atrium	left cardiac atrium	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0002079
surface of occiput	surface of occiput	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0006054
atrioventricular canal	atrioventricular canal	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0002087
ampulla of Lorenzini	ampulla of Lorenzini	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0008918
spinal cord ventricular layer	spinal cord ventricular layer	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0034710
spinal nerve root	spinal nerve root	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0009623
frontal operculum	frontal operculum	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0002947
postrostral bone	postrostral bone	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	4200241
deep temporal nerve	deep temporal nerve	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0011327
crest	crest	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	4200133
girdle bone/zone	girdle bone/zone	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0007828
mucosa of lacrimal canaliculus	mucosa of lacrimal canaliculus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0005029
cavity of feather follicle	cavity of feather follicle	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0011805
lower arm connective tissue	lower arm connective tissue	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0004268
postcentral fissure of cerebellum	postcentral fissure of cerebellum	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0014474
epithelium of trachea	epithelium of trachea	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0001901
middle meningeal artery	middle meningeal artery	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0010250
primary fissure of cerebellum	primary fissure of cerebellum	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0014471
dorsal trunk	dorsal trunk	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0011270
supracarinalis	supracarinalis	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2000288
superficial layer of superior colliculus	superficial layer of superior colliculus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0006791
embryonic segment	embryonic segment	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	6000154
ilio-marsupialis muscle	ilio-marsupialis muscle	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0013715
adult clypeo-labral anlage	adult clypeo-labral anlage	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	6004203
nauplius stage	nauplius stage	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0014406
intrahepatic bile duct	intrahepatic bile duct	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0003704
mesosalpinx	mesosalpinx	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0012331
vestibule of vagina	vestibule of vagina	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0008330
thoracic spinal cord dorsal horn	thoracic spinal cord dorsal horn	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0014609
anterior chamber swim bladder	anterior chamber swim bladder	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2001277
distal keel of metacarpal III	distal keel of metacarpal III	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	4200186
lung vasculature	lung vasculature	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0000102
tibialis anterior	tibialis anterior	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0001385
epithelium of large intestine	epithelium of large intestine	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0001278
coronoid bone	coronoid bone	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0011598
primary lymphoid nodule of tonsil	primary lymphoid nodule of tonsil	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0010423
lateral dorsal aorta canal	lateral dorsal aorta canal	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0018335
clypeo-labral anlage in statu nascendi	clypeo-labral anlage in statu nascendi	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	6000094
spinal vein	spinal vein	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0006686
layer of CA3 field	layer of CA3 field	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0035788
hypohyal element	hypohyal element	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0011613
trigeminal foramen	trigeminal foramen	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2001809
yolk syncytial layer	yolk syncytial layer	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2000088
oral part of spinal trigeminal nucleus	oral part of spinal trigeminal nucleus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0002591
accessory hemiazygos vein	accessory hemiazygos vein	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0006665
foramen cecum of frontal bone	foramen cecum of frontal bone	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0006713
serous membrane	serous membrane	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0000042
submandibular lymph node	submandibular lymph node	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0002520
carina of sternum	carina of sternum	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0011604
ileocecal valve	ileocecal valve	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0000569
hilar portion of hepatic duct	hilar portion of hepatic duct	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0015423
subicular complex	subicular complex	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0023787
optic cup	optic cup	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0003072
distal epiphysis of metacarpal bone	distal epiphysis of metacarpal bone	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0013753
squamoparietal suture	squamoparietal suture	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0003954
cavum septum pellucidum	cavum septum pellucidum	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0009857
junk chamber	junk chamber	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0013189
ceratohyal bone	ceratohyal bone	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0011611
lateral ventricle choroid plexus epithelium	lateral ventricle choroid plexus epithelium	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0004274
epithelium of female gonad	epithelium of female gonad	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0004911
ventral lateral line	ventral lateral line	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0018370
8 cell stage	8 cell stage	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0007236
plantar part of pes	plantar part of pes	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0008338
epithelium of hip	epithelium of hip	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0003231
quarternary lactiferous duct	quarternary lactiferous duct	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0015138
left vitelline vein	left vitelline vein	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0005460
lower first primary molar tooth	lower first primary molar tooth	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0018589
ceratohyal foramen	ceratohyal foramen	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2001795
ascending limb of ceratobranchial 5 bone	ascending limb of ceratobranchial 5 bone	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2002013
melon organ	melon organ	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0008960
caudal pontine reticular nucleus	caudal pontine reticular nucleus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0002963
inner epidermal layer of feather follicle	inner epidermal layer of feather follicle	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0011809
ductus communicans	ductus communicans	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2001437
future pterygopalatine ganglion	future pterygopalatine ganglion	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0010128
foramen orbitonasale laterale	foramen orbitonasale laterale	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	3000189
lumbar rib	lumbar rib	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0018145
right cardiac chamber	right cardiac chamber	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0035554
superior raphe nucleus	superior raphe nucleus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2000440
retrosplenial granular cortex	retrosplenial granular cortex	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0014918
posterior hypothalamic region	posterior hypothalamic region	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0002770
atrial septum secundum	atrial septum secundum	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0004155
lateral orbital frontal cortex	lateral orbital frontal cortex	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0022716
adult labral segment	adult labral segment	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	6003011
epidermal egg tooth	epidermal egg tooth	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0018278
hypural	hypural	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2000364
podocyte slit diaphragm	podocyte slit diaphragm	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0004032
parietal serous pericardium	parietal serous pericardium	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0002408
palatoethmoidal suture	palatoethmoidal suture	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0035124
paired fin bud	paired fin bud	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0002531
vertebral element	vertebral element	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0010913
diphycercal tail	diphycercal tail	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	4200053
intercarpal joint	intercarpal joint	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0011132
plane of autotomy	plane of autotomy	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0035086
lateral ethmoid element	lateral ethmoid element	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	4300111
gastric gland	gastric gland	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0000325
popliteus muscle	popliteus muscle	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0001391
xiphoid cartilage	xiphoid cartilage	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0006430
corneal primordium	corneal primordium	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0005427
posterior inferior cerebellar artery	posterior inferior cerebellar artery	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0009688
cerebral cortex subventricular zone	cerebral cortex subventricular zone	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0014940
semicircular canal	semicircular canal	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0001840
accessory mandibular lymph node	accessory mandibular lymph node	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0015922
sympathetic nerve plexus	sympathetic nerve plexus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0012373
equine splint bone	equine splint bone	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0012267
orifice	orifice	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0000161
teres muscle	teres muscle	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0010467
tarsometatarsus endochondral element	tarsometatarsus endochondral element	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0015012
interdigital region mesenchyme	interdigital region mesenchyme	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0009585
lumen of tertiary bronchus	lumen of tertiary bronchus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0012085
pedal digit 2 metatarsal pre-cartilage condensation	pedal digit 2 metatarsal pre-cartilage condensation	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0010548
cephalopod optic lobe	cephalopod optic lobe	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0006796
non-mineralized cartilage tissue	non-mineralized cartilage tissue	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0011589
facial nerve root	facial nerve root	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0004674
vasa vasorum	vasa vasorum	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0003710
pars cylindriformis ilei	pars cylindriformis ilei	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	3000873
mentalis muscle	mentalis muscle	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0008596
ramus supraotic	ramus supraotic	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	3010796
flocculonodular lobe	flocculonodular lobe	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0003012
hindlimb joint	hindlimb joint	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0003840
throat	throat	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0000341
retrohippocampal region	retrohippocampal region	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0022230
epiblast (generic)	epiblast (generic)	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0002532
caecum mesentery	caecum mesentery	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0005677
atrial siphon	atrial siphon	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0009721
hindlimb stylopod muscle	hindlimb stylopod muscle	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0004252
perichordal ring	perichordal ring	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0011675
paries nasi	paries nasi	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	3000389
plica semilunaris of conjunctiva	plica semilunaris of conjunctiva	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0010209
cartilage tissue	cartilage tissue	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0002418
tectospinal tract	tectospinal tract	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0002949
dorsal nerve root of sacral spinal cord	dorsal nerve root of sacral spinal cord	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0022941
mesenchyme of submandibular gland primordium	mesenchyme of submandibular gland primordium	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0009539
sulcus pro cartilagine praecoracoidealis	sulcus pro cartilagine praecoracoidealis	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	3000813
body of pancreas	body of pancreas	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0001150
dorsal depressor muscle	dorsal depressor muscle	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2000195
margo posterior of cleithrum	margo posterior of cleithrum	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	3000828
shoulder connective tissue	shoulder connective tissue	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0003579
pancreaticoduodenal lymph node	pancreaticoduodenal lymph node	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0016401
costotransverse joint	costotransverse joint	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0011967
precerebral fontanelle	precerebral fontanelle	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0018351
late distal segment	late distal segment	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	3011121
duodeno-pancreatic artery	duodeno-pancreatic artery	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	3010501
corpus spongiosum of penis	corpus spongiosum of penis	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0011183
upper jaw molar	upper jaw molar	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0003666
lateral dorsal aorta	lateral dorsal aorta	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2001054
primary head vein	primary head vein	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0006282
ventral tooth row	ventral tooth row	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2001137
mental foramen	mental foramen	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0006812
caudal vertebra cartilage element	caudal vertebra cartilage element	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0013503
limb of internal capsule of telencephalon	limb of internal capsule of telencephalon	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0014525
sternocleidomastoid	sternocleidomastoid	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0001128
cardiac ganglion	cardiac ganglion	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0014463
cerebellar peduncular complex	cerebellar peduncular complex	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0002474
nutrient foramen conduit	nutrient foramen conduit	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0012116
proximal metaphysis of femur	proximal metaphysis of femur	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0006863
merocrine gland	merocrine gland	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0010243
1st arch mandibular mesenchyme from head mesenchyme	1st arch mandibular mesenchyme from head mesenchyme	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0010339
extensor caudae medialis muscle	extensor caudae medialis muscle	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0035094
middle phalanx	middle phalanx	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0004301
ventral ramus of spinal nerve	ventral ramus of spinal nerve	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0006838
moustache	moustache	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0010169
muscle layer of jejunum	muscle layer of jejunum	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0012377
blind side	blind side	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2002256
skin sebaceous gland	skin sebaceous gland	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0003487
basioccipital cartilage element	basioccipital cartilage element	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0006209
embryonic skin basal layer	embryonic skin basal layer	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0011272
anatomical wall	anatomical wall	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0000060
back blood vessel	back blood vessel	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0004258
feather barb	feather barb	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0008294
posterior neuropore	posterior neuropore	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0005071
trunk bone	trunk bone	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0003463
olfactory bulb internal plexiform layer	olfactory bulb internal plexiform layer	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0005379
caudal scute	caudal scute	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2001606
baleen plate	baleen plate	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0012105
thoracic vertebral foramen	thoracic vertebral foramen	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0008432
intercostal pre-muscle mass	intercostal pre-muscle mass	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0010970
